play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
2059,2019092204,KC,BAL,KC,home,BAL,KC,51,9/22/19,49,49,1849,Half1,0,9,0,2,1,0,0:49,KC 49,10,59,(:49) (Shotgun) P.Mahomes pass incomplete deep right to T.Kelce.,pass,0,1,0,1,0,0,0,deep,right,38,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,2,2,20,6,20,6,14,20,6,14,0.53257211,0.032070764,0.000387787,0.023165296,0.219429742,0.000606121,0.191768181,0,0,1.742733799,-0.266894229,16.47316148,-16.47316148,-1.160272886,1.160272886,17.50970359,-17.50970359,1.651827308,-1.918721538,0,0,6.119150225,-6.119150225,6.284928547,-6.284928547,-8.276587579,8.276587579,27.19229691,-27.19229691,0.914638447,0.085361553,0.914638447,0.085361553,-0.00323258,0.911405867,0.088594133,-0.006010157,0.006010157,0.414822172,-0.414822172,0.019612811,-0.022845391,0,0,0.157918791,-0.157918791,0.155954298,-0.155954298,-0.301061312,0.301061312,0.75838012,-0.75838012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033873,P.Mahomes,00-0030506,T.Kelce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2081,2019092204,KC,BAL,KC,home,BAL,KC,51,9/22/19,44,44,1844,Half1,0,9,0,2,2,0,0:44,KC 49,10,59,(:44) (Shotgun) P.Mahomes pass short left to D.Williams pushed ob at BAL 46 for 5 yards (M.Canady).,pass,5,1,0,1,0,0,0,short,left,-1,6,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,2,2,20,6,20,6,14,20,6,14,0.559005565,0.03653592,0.000655936,0.026684906,0.215771463,0.000636863,0.160709347,0,0,1.47583957,-0.024912549,16.44824893,-16.44824893,-1.160272886,1.160272886,17.48479104,-17.48479104,-0.391640217,0.366727669,-0.391640217,0.366727669,5.727510008,-5.727510008,6.651656216,-6.651656216,-8.668227796,8.668227796,27.55902458,-27.55902458,0.911405867,0.088594133,0.911405867,0.088594133,-0.000251779,0.911154088,0.088845912,-0.006010157,0.006010157,0.414570392,-0.414570392,-0.004841699,0.004589919,-0.004841699,0.004589919,0.153077093,-0.153077093,0.160544218,-0.160544218,-0.30590301,0.30590301,0.76297004,-0.76297004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033873,P.Mahomes,00-0034301,D.Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,00-0032438,NA,M.Canady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2110,2019092204,KC,BAL,KC,home,BAL,BAL,46,9/22/19,39,39,1839,Half1,0,9,0,2,3,0,0:39,BAL 46,5,59,(:39) (Shotgun) P.Mahomes pass short left to T.Kelce to BAL 27 for 19 yards (P.Onwuasor).,pass,19,1,0,1,0,0,0,short,left,15,4,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,2,2,20,6,20,6,14,20,6,14,0.549369952,0.037353947,0.00059826,0.027459983,0.234143283,0.000709323,0.150365252,0,0,1.450927021,1.336206584,17.78445551,-17.78445551,-1.160272886,1.160272886,18.82099762,-18.82099762,1.303320374,0.03288621,1.303320374,0.03288621,7.030830382,-7.030830382,6.684542426,-6.684542426,-7.364907422,7.364907422,27.59191079,-27.59191079,0.911154088,0.088845912,0.911154088,0.088845912,0.017249304,0.928403392,0.071596608,-0.006010157,0.006010157,0.431819696,-0.431819696,0.015770661,0.001478643,0.015770661,0.001478643,0.168847753,-0.168847753,0.162022861,-0.162022861,-0.29013235,0.29013235,0.764448683,-0.764448683,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033873,P.Mahomes,00-0030506,T.Kelce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,00-0032573,NA,P.Onwuasor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2134,2019092204,KC,BAL,KC,home,BAL,BAL,46,9/22/19,33,33,1833,Half1,0,9,0,2,NA,0,0:33,BAL 46,0,59,Timeout #2 by KC at 00:33.,no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,KC,NA,1,2,20,6,20,6,14,20,6,14,0,0,0,0,0,0,0,0,0,2.787133605,0,17.78445551,-17.78445551,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.030830382,-7.030830382,6.684542426,-6.684542426,-7.364907422,7.364907422,27.59191079,-27.59191079,0.928403392,0.071596608,0.928403392,0.071596608,0,0.928403392,0.071596608,-0.006010157,0.006010157,0.431819696,-0.431819696,NA,NA,0,0,0.168847753,-0.168847753,0.162022861,-0.162022861,-0.29013235,0.29013235,0.764448683,-0.764448683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2151,2019092204,KC,BAL,KC,home,BAL,BAL,27,9/22/19,33,33,1833,Half1,0,9,0,2,1,0,0:33,BAL 27,10,59,"(:33) (Shotgun) P.Mahomes pass incomplete deep right to D.Robinson. PENALTY on KC-M.Schwartz, Offensive Holding, 10 yards, enforced at BAL 27 - No Play.",no_play,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,1,2,20,6,20,6,14,20,6,14,0.358504446,0.019478324,5.52E-05,0.014011572,0.327164209,0.000647217,0.280138998,0,0,2.787133605,-0.606007047,17.17844847,-17.17844847,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.030830382,-7.030830382,6.684542426,-6.684542426,-7.364907422,7.364907422,27.59191079,-27.59191079,0.928403392,0.071596608,0.928403392,0.071596608,-0.006998788,0.928403392,0.071596608,-0.006010157,0.006010157,0.431819696,-0.431819696,NA,NA,0,0,0.168847753,-0.168847753,0.162022861,-0.162022861,-0.29013235,0.29013235,0.764448683,-0.764448683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,KC,00-0029253,M.Schwartz,10,0,NA,Offensive Holding,0,0,0,0
2196,2019092204,KC,BAL,KC,home,BAL,BAL,37,9/22/19,25,25,1825,Half1,0,9,0,2,1,0,0:25,BAL 37,20,59,(:25) (Shotgun) P.Mahomes pass short right to S.Watkins to BAL 24 for 13 yards (M.Canady).,pass,13,1,0,1,0,0,0,short,right,7,6,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,1,2,20,6,20,6,14,20,6,14,0.440144171,0.025747833,0.000136214,0.018532934,0.304007084,0.000734115,0.210697649,0,0,2.181126558,0,17.17844847,-17.17844847,-1.160272886,1.160272886,18.82099762,-18.82099762,0.04669781,-0.04669781,0.04669781,-0.04669781,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.921404604,0.078595396,0.921404604,0.078595396,-0.066967064,0.854437539,0.145562461,-0.006010157,0.006010157,0.364852632,-0.364852632,0.000615024,-0.067582088,0.000615024,-0.067582088,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033873,P.Mahomes,00-0031325,S.Watkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,00-0032438,NA,M.Canady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2220,2019092204,KC,BAL,KC,home,BAL,BAL,37,9/22/19,10,10,1810,Half1,0,9,0,2,NA,0,0:10,BAL 37,0,59,Timeout #3 by KC at 00:10.,no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,KC,NA,0,2,20,6,20,6,14,20,6,14,0,0,0,0,0,0,0,0,0,0,0,17.17844847,-17.17844847,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.895741278,0.104258722,0.895741278,0.104258722,0,0.895741278,0.104258722,-0.006010157,0.006010157,0.364852632,-0.364852632,NA,NA,0,0,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2237,2019092204,KC,BAL,,away,KC,,NA,9/22/19,10,10,1810,Half1,0,9,0,2,NA,0,0:10,,0,59,Timeout #2 by BAL at 00:10.,no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,BAL,NA,1,0,20,6,6,20,-14,6,20,-14,0,0,0,0,0,0,0,0,0,2.231912853,0,17.17844847,-17.17844847,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.145562461,0.854437539,0.895741278,0.104258722,0,0.895741278,0.104258722,-0.006010157,0.006010157,0.364852632,-0.364852632,NA,NA,0,0,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2260,2019092204,KC,BAL,KC,home,BAL,BAL,24,9/22/19,10,10,1810,Half1,0,9,1,2,2,0,0:10,BAL 24,7,59,"(:10) H.Butker 42 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",field_goal,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,made,42,NA,NA,0,1,0,NA,NA,0,1,23,6,20,6,14,23,6,17,0.135879553,0.025542482,8.90E-05,0.022683305,0.810487989,0.000237181,0.005080454,0,0,2.231912853,0.768087147,17.94653561,-17.94653561,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.922202689,0.077797311,0.922202689,0.077797311,-0.005071089,0.9171316,0.0828684,-0.006010157,0.006010157,0.364852632,-0.364852632,NA,NA,0,0,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H.Butker,00-0033303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2279,2019092204,KC,BAL,BAL,away,KC,KC,35,9/22/19,5,5,1805,Half1,0,10,0,2,NA,0,0:05,KC 35,0,0,H.Butker kicks 64 yards from KC 35 to BAL 1. J.Hill to BAL 26 for 25 yards (D.Sorensen).,kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,0,1,0,NA,NA,1,0,23,6,6,23,-17,6,23,-17,0.729644397,0.038166815,0.001966182,0.027619832,0.106783291,0.00041016,0.095409323,0,0,0.67726382,-0.67726382,18.62379943,-18.62379943,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.0828684,0.9171316,0.9171316,0.0828684,4.12E-05,0.917090384,0.082909616,-0.006010157,0.006010157,0.364852632,-0.364852632,NA,NA,0,0,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.Hill,00-0034975,NA,NA,NA,NA,H.Butker,00-0033303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0030665,NA,D.Sorensen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,25,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2303,2019092204,KC,BAL,NA,NA,NA,KC,NA,9/22/19,0,0,1800,Half1,1,10,0,2,NA,NA,0:00,KC 35,0,0,END QUARTER 2,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,23,6,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,18.62379943,-18.62379943,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,NA,NA,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,NA,NA,NA,NA,0,NA,NA,-0.006010157,0.006010157,0.364852632,-0.364852632,NA,NA,NA,NA,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
2320,2019092204,KC,BAL,BAL,away,KC,KC,35,9/22/19,900,1800,1800,Half2,0,11,0,3,NA,0,15:00,KC 35,0,75,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,23,6,6,23,-17,6,23,-17,0.00137368,0.16263151,0.004440726,0.254178634,0.233081174,0.003655713,0.340638564,0,0,0.814998476,0,18.62379943,-18.62379943,-1.160272886,1.160272886,18.82099762,-18.82099762,NA,NA,0,0,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.082909616,0.917090384,0.917090384,0.082909616,0,0.917090384,0.082909616,-0.006010157,0.006010157,0.364852632,-0.364852632,NA,NA,0,0,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H.Butker,00-0033303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
2341,2019092204,KC,BAL,BAL,away,KC,BAL,75,9/22/19,900,1800,1800,Half2,0,11,0,3,1,0,15:00,BAL 25,10,75,(15:00) (Shotgun) M.Ingram left guard to BAL 34 for 9 yards (D.Wilson).,run,9,1,0,0,0,0,0,NA,NA,NA,NA,left,guard,NA,NA,NA,NA,3,3,0,NA,NA,3,3,23,6,6,23,-17,6,23,-17,0.00137368,0.16263151,0.004440726,0.254178634,0.233081174,0.003655713,0.340638564,0,0,0.814998476,1.311836244,17.31196319,-17.31196319,-2.47210913,2.47210913,18.82099762,-18.82099762,NA,NA,0,0,7.077528191,-7.077528191,6.637844616,-6.637844616,-7.318209613,7.318209613,27.54521298,-27.54521298,0.082909616,0.917090384,0.917090384,0.082909616,0.014941377,0.902149007,0.097850993,-0.020951534,0.020951534,0.364852632,-0.364852632,NA,NA,0,0,0.169462777,-0.169462777,0.094440773,-0.094440773,-0.289517326,0.289517326,0.696866595,-0.696866595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0027966,M.Ingram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0032215,NA,D.Wilson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
